RequestId,prompt_len,output_len,app,inputmeanapp,input99app,outputmeanapp,output99app,sysmeanapp,sys99app,llmcalls,syslen,llmcalls_made
364,200,100,1,200,200,200,200,200,200,4,100,4
365,200,100,1,200,200,200,200,200,200,4,100,1
366,200,100,1,200,200,200,200,200,200,4,100,2
367,200,100,1,200,200,200,200,200,200,4,100,3
368,200,100,1,200,200,200,200,200,200,4,100,4
369,200,100,1,200,200,200,200,200,200,4,100,1
370,200,100,1,200,200,200,200,200,200,4,100,2
371,200,100,1,200,200,200,200,200,200,4,100,3
372,200,100,1,200,200,200,200,200,200,4,100,4
373,200,100,1,200,200,200,200,200,200,4,100,1
374,200,100,1,200,200,200,200,200,200,4,100,2
375,200,100,1,200,200,200,200,200,200,4,100,3
376,200,100,1,200,200,200,200,200,200,4,100,4
377,200,100,1,200,200,200,200,200,200,4,100,1
378,200,100,1,200,200,200,200,200,200,4,100,2
379,200,100,1,200,200,200,200,200,200,4,100,3
380,200,100,1,200,200,200,200,200,200,4,100,4
381,200,100,1,200,200,200,200,200,200,4,100,1
382,200,100,1,200,200,200,200,200,200,4,100,2
383,200,100,1,200,200,200,200,200,200,4,100,3
384,200,100,1,200,200,200,200,200,200,4,100,4
385,200,100,1,200,200,200,200,200,200,4,100,1
386,200,100,1,200,200,200,200,200,200,4,100,2
387,200,100,1,200,200,200,200,200,200,4,100,3
388,200,100,1,200,200,200,200,200,200,4,100,4
389,200,100,1,200,200,200,200,200,200,4,100,1
390,200,100,1,200,200,200,200,200,200,4,100,2
391,200,100,1,200,200,200,200,200,200,4,100,3
392,200,100,1,200,200,200,200,200,200,4,100,4
393,200,100,1,200,200,200,200,200,200,4,100,1
394,200,100,1,200,200,200,200,200,200,4,100,2
395,200,100,1,200,200,200,200,200,200,4,100,3
396,200,100,1,200,200,200,200,200,200,4,100,4
397,200,100,1,200,200,200,200,200,200,4,100,1
398,200,100,1,200,200,200,200,200,200,4,100,2
399,200,100,1,200,200,200,200,200,200,4,100,3
400,200,100,1,200,200,200,200,200,200,4,100,4
401,200,100,1,200,200,200,200,200,200,4,100,1
402,200,100,1,200,200,200,200,200,200,4,100,2
403,200,100,1,200,200,200,200,200,200,4,100,3
404,200,100,1,200,200,200,200,200,200,4,100,4
405,200,100,1,200,200,200,200,200,200,4,100,1
406,200,100,1,200,200,200,200,200,200,4,100,2
407,200,100,1,200,200,200,200,200,200,4,100,3
408,200,100,1,200,200,200,200,200,200,4,100,4
409,200,100,1,200,200,200,200,200,200,4,100,1
410,200,100,1,200,200,200,200,200,200,4,100,2
411,200,100,1,200,200,200,200,200,200,4,100,3
412,200,100,1,200,200,200,200,200,200,4,100,4
413,200,100,1,200,200,200,200,200,200,4,100,1
414,200,100,1,200,200,200,200,200,200,4,100,2
415,200,100,1,200,200,200,200,200,200,4,100,3
416,200,100,1,200,200,200,200,200,200,4,100,4
417,200,100,1,200,200,200,200,200,200,4,100,1
418,200,100,1,200,200,200,200,200,200,4,100,2
419,200,100,1,200,200,200,200,200,200,4,100,3
420,200,100,1,200,200,200,200,200,200,4,100,4
421,200,100,1,200,200,200,200,200,200,4,100,1
422,200,100,1,200,200,200,200,200,200,4,100,2
423,200,100,1,200,200,200,200,200,200,4,100,3
424,200,100,1,200,200,200,200,200,200,4,100,4
425,200,100,1,200,200,200,200,200,200,4,100,1
426,200,100,1,200,200,200,200,200,200,4,100,2
427,200,100,1,200,200,200,200,200,200,4,100,3
428,200,100,1,200,200,200,200,200,200,4,100,4
429,200,100,1,200,200,200,200,200,200,4,100,1
430,200,100,1,200,200,200,200,200,200,4,100,2
431,200,100,1,200,200,200,200,200,200,4,100,3
432,200,100,1,200,200,200,200,200,200,4,100,4
433,200,100,1,200,200,200,200,200,200,4,100,1
434,200,100,1,200,200,200,200,200,200,4,100,2
435,200,100,1,200,200,200,200,200,200,4,100,3
436,200,100,1,200,200,200,200,200,200,4,100,4
437,200,100,1,200,200,200,200,200,200,4,100,1
438,200,100,1,200,200,200,200,200,200,4,100,2
439,200,100,1,200,200,200,200,200,200,4,100,3
440,200,100,1,200,200,200,200,200,200,4,100,4
441,200,100,1,200,200,200,200,200,200,4,100,1
442,200,100,1,200,200,200,200,200,200,4,100,2
443,200,100,1,200,200,200,200,200,200,4,100,3
444,200,100,1,200,200,200,200,200,200,4,100,4
445,200,100,1,200,200,200,200,200,200,4,100,1
446,200,100,1,200,200,200,200,200,200,4,100,2
447,200,100,1,200,200,200,200,200,200,4,100,3
448,200,100,1,200,200,200,200,200,200,4,100,4
449,200,100,1,200,200,200,200,200,200,4,100,1
450,200,100,1,200,200,200,200,200,200,4,100,2
451,200,100,1,200,200,200,200,200,200,4,100,3
452,200,100,1,200,200,200,200,200,200,4,100,4
453,200,100,1,200,200,200,200,200,200,4,100,1
454,200,100,1,200,200,200,200,200,200,4,100,2
455,200,100,1,200,200,200,200,200,200,4,100,3
456,200,100,1,200,200,200,200,200,200,4,100,4
457,200,100,1,200,200,200,200,200,200,4,100,1
458,200,100,1,200,200,200,200,200,200,4,100,2
459,200,100,1,200,200,200,200,200,200,4,100,3
460,200,100,1,200,200,200,200,200,200,4,100,4
461,200,100,1,200,200,200,200,200,200,4,100,1
462,200,100,1,200,200,200,200,200,200,4,100,2
463,200,100,1,200,200,200,200,200,200,4,100,3
464,200,100,1,200,200,200,200,200,200,4,100,4
465,200,100,1,200,200,200,200,200,200,4,100,1
466,200,100,1,200,200,200,200,200,200,4,100,2
467,200,100,1,200,200,200,200,200,200,4,100,3
468,200,100,1,200,200,200,200,200,200,4,100,4
469,200,100,1,200,200,200,200,200,200,4,100,1
470,200,100,1,200,200,200,200,200,200,4,100,2
471,200,100,1,200,200,200,200,200,200,4,100,3
472,200,100,1,200,200,200,200,200,200,4,100,4
473,200,100,1,200,200,200,200,200,200,4,100,1
474,200,100,1,200,200,200,200,200,200,4,100,2
475,200,100,1,200,200,200,200,200,200,4,100,3
476,200,100,1,200,200,200,200,200,200,4,100,4
477,200,100,1,200,200,200,200,200,200,4,100,1
478,200,100,1,200,200,200,200,200,200,4,100,2
479,200,100,1,200,200,200,200,200,200,4,100,3
480,200,100,1,200,200,200,200,200,200,4,100,4
481,200,100,1,200,200,200,200,200,200,4,100,1
482,200,100,1,200,200,200,200,200,200,4,100,2
483,200,100,1,200,200,200,200,200,200,4,100,3
484,200,100,1,200,200,200,200,200,200,4,100,4
485,200,100,1,200,200,200,200,200,200,4,100,1
486,200,100,1,200,200,200,200,200,200,4,100,2
487,200,100,1,200,200,200,200,200,200,4,100,3
488,200,100,1,200,200,200,200,200,200,4,100,4
489,200,100,1,200,200,200,200,200,200,4,100,1
490,200,100,1,200,200,200,200,200,200,4,100,2
491,200,100,1,200,200,200,200,200,200,4,100,3
492,200,100,1,200,200,200,200,200,200,4,100,4
493,200,100,1,200,200,200,200,200,200,4,100,1
494,200,100,1,200,200,200,200,200,200,4,100,2
495,200,100,1,200,200,200,200,200,200,4,100,3
496,200,100,1,200,200,200,200,200,200,4,100,4
497,200,100,1,200,200,200,200,200,200,4,100,1
498,200,100,1,200,200,200,200,200,200,4,100,2
499,200,100,1,200,200,200,200,200,200,4,100,3
500,200,100,1,200,200,200,200,200,200,4,100,4
501,200,100,1,200,200,200,200,200,200,4,100,1
502,200,100,1,200,200,200,200,200,200,4,100,2
503,200,100,1,200,200,200,200,200,200,4,100,3
504,200,100,1,200,200,200,200,200,200,4,100,4
505,200,100,1,200,200,200,200,200,200,4,100,1
506,200,100,1,200,200,200,200,200,200,4,100,2
507,200,100,1,200,200,200,200,200,200,4,100,3
508,200,100,1,200,200,200,200,200,200,4,100,4
509,200,100,1,200,200,200,200,200,200,4,100,1
510,200,100,1,200,200,200,200,200,200,4,100,2
511,200,100,1,200,200,200,200,200,200,4,100,3
512,200,100,1,200,200,200,200,200,200,4,100,4
513,200,100,1,200,200,200,200,200,200,4,100,1
514,200,100,1,200,200,200,200,200,200,4,100,2
515,200,100,1,200,200,200,200,200,200,4,100,3
516,200,100,1,200,200,200,200,200,200,4,100,4
517,200,100,1,200,200,200,200,200,200,4,100,1
518,200,100,1,200,200,200,200,200,200,4,100,2
519,200,100,1,200,200,200,200,200,200,4,100,3
520,200,100,1,200,200,200,200,200,200,4,100,4
521,200,100,1,200,200,200,200,200,200,4,100,1
522,200,100,1,200,200,200,200,200,200,4,100,2
523,200,100,1,200,200,200,200,200,200,4,100,3
524,200,100,1,200,200,200,200,200,200,4,100,4
525,200,100,1,200,200,200,200,200,200,4,100,1
526,200,100,1,200,200,200,200,200,200,4,100,2
527,200,100,1,200,200,200,200,200,200,4,100,3
528,200,100,1,200,200,200,200,200,200,4,100,4
529,200,100,1,200,200,200,200,200,200,4,100,1
530,200,100,1,200,200,200,200,200,200,4,100,2
531,200,100,1,200,200,200,200,200,200,4,100,3
532,200,100,1,200,200,200,200,200,200,4,100,4
